4225
[12.1856,-0.00433731,-21.8963]
[22,6.00414e-06,18][0]
[23,1.96269e-06,18][0]
[24,5.96077e-07,18][0]
[25,1.67909e-07,18][0]
[26,4.37868e-08,18][0]
[27,1.05481e-08,18][0]
[28,2.34163e-09,18][0]
[29,4.77722e-10,18][0]
[30,8.93135e-11,18][0]
[31,1.54577e-11,18][0]
[32,3.98202e-12,18][0]
[-32,0.88214,17][0]
[-31,0.904353,17][0]
[-30,0.918345,17][0]
[-29,0.937191,17][0]
[-28,0.92487,17][0]
[-27,0.85047,17][1]
[-26,0.728108,17][1]
[-25,0.597818,17][1]
[-24,0.479708,17][0]
[-23,0.368101,17][0]
[-22,0.261143,17][0]
[-21,0.180699,17][0]
[-20,0.13505,17][0]
[-19,0.116622,17][0]
[-18,0.111622,17][0]
[-17,0.128818,17][0]
[-16,0,17][0]
[-15,0,17][0]
[-14,0,17][1]
[-13,1.99534,17][1]
[-12,4.14745,17][0]
[-11,5.65088,17][1]
[-10,5.59572,17][1]
[-9,5.71844,17][0]
[-8,6.0143,17][0]
[-7,6.21927,17][0]
[-6,6.02377,17][1]
[-5,6.54467,17][1]
[-4,6.12898,17][0]
[-3,4.28639,17][0]
[-2,3.11986,17][0]
[-1,2.14762,17][0]
[0,1.39249,17][0]
[1,0.545015,17][1]
[2,-0.413885,17][1]
[3,-0.319522,17][1]
[4,0.182294,17][1]
[5,0.142812,17][0]
[6,0.120674,17][0]
[7,0.0942383,17][0]
[8,0.0633504,17][0]
[9,0.0368307,17][0]
[10,0.0197196,17][0]
[11,0.010688,17][0]
[12,0.0062006,17][0]
[13,0.00374566,17][0]
[14,0.00222667,17][0]
[15,0.00125873,17][0]
[16,0.000668354,17][0]
[17,0.000332247,17][0]
[18,0.000154474,17][0]
[19,6.71234e-05,17][1]
[20,2.72377e-05,17][1]
[21,1.0312e-05,17][0]
[22,3.63845e-06,17][0]
[23,1.19492e-06,17][0]
[24,3.64736e-07,17][0]
[25,1.033e-07,17][0]
[26,2.70939e-08,17][0]
[27,6.56671e-09,17][0]
[28,1.4671e-09,17][0]
[29,3.01299e-10,17][0]
[30,5.67173e-11,17][0]
[31,9.88753e-12,17][0]
[32,2.56678e-12,17][0]
[-32,0.852063,16][0]
[-31,0.870734,16][0]
[-30,0.882029,16][0]
[-29,0.898281,16][0]
[-28,0.893753,16][0]
[-27,0.845722,16][1]
[-26,0.748495,16][1]
[-25,0.615348,16][0]
[-24,0.466752,16][0]
[-23,0.324459,16][0]
[-22,0.212077,16][0]
[-21,0.144234,16][0]
[-20,0.117718,16][0]
[-19,0.111332,16][0]
[-18,0.108085,16][0]
[-17,0.102326,16][0]
[-16,0,16][0]
[-15,0,16][0]
[-14,0,16][1]
[-13,0,16][1]
[-12,3.01591,16][1]
[-11,4.85578,16][1]
[-10,5.50725,16][1]
[-9,5.54784,16][0]
[-8,5.99731,16][0]
[-7,6.19003,16][0]
[-6,5.98705,16][0]
[-5,6.51396,16][1]
[-4,6.10473,16][1]
[-3,4.26065,16][0]
[-2,3.08558,16][0]
[-1,2.10474,16][0]
[0,1.34802,16][1]
[1,0.504973,16][1]
[2,0.051929,16][0]
[3,0.149399,16][1]
[4,0.150198,16][1]
[5,0.107891,16][0]
[6,0.085943,16][0]
[7,0.0650954,16][0]
[8,0.0428326,16][0]
[9,0.0242189,16][0]
[10,0.0123899,16][0]
[11,0.006341,16][0]
[12,0.00351855,16][0]
[13,0.0020852,16][0]
[14,0.00123534,16][0]
[15,0.00069959,16][0]
[16,0.000372544,16][0]
[17,0.000185774,16][0]
[18,8.66578e-05,16][0]
[19,3.77887e-05,16][1]
[20,1.53932e-05,16][1]
[21,5.85235e-06,16][0]
[22,2.07448e-06,16][0]
[23,6.84737e-07,16][0]
[24,2.10157e-07,16][0]
[25,5.98733e-08,16][0]
[26,1.58035e-08,16][0]
[27,3.85608e-09,16][0]
[28,8.67611e-10,16][0]
[29,1.795e-10,16][0]
[30,3.40488e-11,16][0]
[31,5.98404e-12,16][0]
[32,1.56692e-12,16][0]
[-32,0.80208,15][0]
[-31,0.816187,15][0]
[-30,0.823354,15][0]
[-29,0.831798,15][0]
[-28,0.822325,15][1]
[-27,0.775149,15][1]
[-26,0.681306,15][1]
[-25,0.549117,15][0]
[-24,0.403063,15][0]
[-23,0.274386,15][0]
[-22,0.186476,15][0]
[-21,0.143231,15][0]
[-20,0.128848,15][0]
[-19,0.123372,15][0]
[-18,0.114783,15][0]
[-17,0.099761,15][0]
[-16,0.0804961,15][0]
[-15,0,15][0]
[-14,0,15][1]
[-13,0,15][1]
[-12,0,15][1]
[-11,5.22952,15][0]
[-10,6.01919,15][1]
[-9,5.4623,15][1]
[-8,6.07254,15][0]
[-7,6.16747,15][0]
[-6,6.23342,15][0]
[-5,6.58761,15][1]
[-4,5.90322,15][1]
[-3,4.25135,15][0]
[-2,3.06089,15][0]
[-1,2.06902,15][1]
[0,1.31095,15][1]
[1,0.774194,15][1]
[2,0.426499,15][0]
[3,0.224519,15][0]
[4,0.121107,15][0]
[5,0.0738347,15][0]
[6,0.0513479,15][0]
[7,0.0363111,15][0]
[8,0.023371,15][0]
[9,0.0131553,15][0]
[10,0.00669602,15][0]
[11,0.00337966,15][0]
[12,0.00184726,15][0]
[13,0.00108758,15][0]
[14,0.000644602,15][0]
[15,0.000366028,15][0]
[16,0.000195487,15][0]
[17,9.77682e-05,15][0]
[18,4.5747e-05,15][1]
[19,2.00165e-05,15][1]
[20,8.18452e-06,15][0]
[21,3.12482e-06,15][0]
[22,1.11288e-06,15][0]
[23,3.69261e-07,15][0]
[24,1.13986e-07,15][0]
[25,3.26789e-08,15][0]
[26,8.68419e-09,15][0]
[27,2.13435e-09,15][0]
[28,4.8392e-10,15][0]
[29,1.00926e-10,15][0]
[30,1.93054e-11,15][0]
[31,3.42333e-12,15][0]
[32,9.04996e-13,15][0]
[-32,0.736254,14][0]
[-31,0.746058,14][0]
[-30,0.749022,14][0]
[-29,0.748245,14][0]
[-28,0.727465,14][1]
[-27,0.671345,14][1]
[-26,0.576143,14][0]
[-25,0.455988,14][0]
[-24,0.339059,14][0]
[-23,0.253104,14][0]
[-22,0.208371,14][0]
[-21,0.191296,14][0]
[-20,0.176929,14][0]
[-19,0.15069,14][0]
[-18,0.118725,14][0]
[-17,0.0927298,14][0]
[-16,0.0670687,14][0]
[-15,0,14][0]
[-14,0,14][1]
[-13,0,14][1]
[-12,0,14][1]
[-11,4.80141,14][0]
[-10,6.24092,14][1]
[-9,5.90837,14][1]
[-8,6.20088,14][0]
[-7,6.18719,14][0]
[-6,5.7672,14][0]
[-5,6.53494,14][1]
[-4,6.79629,14][1]
[-3,4.76276,14][0]
[-2,3.05029,14][0]
[-1,2.02686,14][1]
[0,1.36916,14][1]
[1,1.04222,14][0]
[2,0.602409,14][0]
[3,0.20309,14][0]
[4,0.0979512,14][0]
[5,0.0480673,14][0]
[6,0.0259053,14][0]
[7,0.0154083,14][0]
[8,0.00930059,14][0]
[9,0.00528867,14][0]
[10,0.00282661,14][0]
[11,0.0015182,14][0]
[12,0.000872883,14][0]
[13,0.000528713,14][0]
[14,0.000317372,14][0]
[15,0.000181197,14][0]
[16,9.70319e-05,14][0]
[17,4.86216e-05,14][0]
[18,2.27967e-05,14][1]
[19,9.99903e-06,14][1]
[20,4.10082e-06,14][0]
[21,1.5714e-06,14][0]
[22,5.62071e-07,14][0]
[23,1.87439e-07,14][0]
[24,5.81921e-08,14][0]
[25,1.67902e-08,14][0]
[26,4.49334e-09,14][0]
[27,1.11279e-09,14][0]
[28,2.54365e-10,14][0]
[29,5.35093e-11,14][0]
[30,1.03283e-11,14][0]
[31,1.8493e-12,14][0]
[32,4.94e-13,14][0]
[-32,0.659738,13][0]
[-31,0.666623,13][0]
[-30,0.666808,13][0]
[-29,0.659871,13][0]
[-28,0.631835,13][1]
[-27,0.571856,13][1]
[-26,0.482631,13][0]
[-25,0.384168,13][0]
[-24,0.305465,13][0]
[-23,0.266235,13][0]
[-22,0.261029,13][0]
[-21,0.260741,13][0]
[-20,0.234642,13][0]
[-19,0.176973,13][0]
[-18,0.113253,13][0]
[-17,0.0740625,13][0]
[-16,0.056632,13][0]
[-15,0.0365487,13][0]
[-14,0.0518226,13][0]
[-13,0,13][1]
[-12,0,13][1]
[-11,4.0066,13][0]
[-10,6.28689,13][1]
[-9,6.22473,13][1]
[-8,6.13257,13][0]
[-7,6.21011,13][0]
[-6,5.7366,13][1]
[-5,5.96225,13][1]
[-4,6.57585,13][1]
[-3,5.07882,13][0]
[-2,2.99579,13][0]
[-1,1.95063,13][0]
[0,1.30369,13][1]
[1,0.994433,13][1]
[2,0.569142,13][0]
[3,0.178942,13][0]
[4,0.0780762,13][0]
[5,0.0300231,13][0]
[6,0.00992765,13][0]
[7,0.00289342,13][0]
[8,0.000991941,13][0]
[9,0.000629714,13][0]
[10,0.000545734,13][0]
[11,0.000453738,13][0]
[12,0.000342665,13][0]
[13,0.000235653,13][0]
[14,0.000148175,13][0]
[15,8.57473e-05,13][0]
[16,4.60286e-05,13][0]
[17,2.30512e-05,13][0]
[18,1.07991e-05,13][1]
[19,4.73604e-06,13][1]
[20,1.94394e-06,13][0]
[21,7.46308e-07,13][0]
[22,2.67742e-07,13][0]
[23,8.96501e-08,13][0]
[24,2.7975e-08,13][0]
[25,8.12075e-09,13][0]
[26,2.1884e-09,13][0]
[27,5.46174e-10,13][0]
[28,1.25904e-10,13][0]
[29,2.67265e-11,13][0]
[30,5.20843e-12,13][0]
[31,9.42308e-13,13][0]
[32,2.54558e-13,13][0]
[-32,0.577514,12][0]
[-31,0.583351,12][0]
[-30,0.582917,12][0]
[-29,0.575358,12][0]
[-28,0.54868,12][1]
[-27,0.495193,12][1]
[-26,0.421006,12][1]
[-25,0.347681,12][0]
[-24,0.301332,12][0]
[-23,0.293505,12][0]
[-22,0.308102,12][0]
[-21,0.308618,12][0]
[-20,0.264959,12][0]
[-19,0.180117,12][0]
[-18,0.0922085,12][0]
[-17,0.042554,12][0]
[-16,0.0353516,12][0]
[-15,0.0463309,12][0]
[-14,0.0746789,12][0]
[-13,0.281585,12][1]
[-12,0.980573,12][1]
[-11,3.04189,12][0]
[-10,6.1358,12][1]
[-9,6.72117,12][1]
[-8,6.63255,12][1]
[-7,6.94629,12][1]
[-6,6.68729,12][1]
[-5,6.61991,12][1]
[-4,6.525,12][0]
[-3,4.98582,12][0]
[-2,2.80557,12][0]
[-1,1.80107,12][0]
[0,1.09603,12][1]
[1,0.620153,12][1]
[2,0.11993,12][0]
[3,-0.35249,12][0]
[4,-0.742285,12][0]
[5,-0.48412,12][0]
[6,-0.000344487,12][0]
[7,-0.00427059,12][0]
[8,-0.00349608,12][0]
[9,-0.00183338,12][0]
[10,-0.000657313,12][0]
[11,-0.000103114,12][0]
[12,7.26393e-05,12][0]
[13,9.08417e-05,12][0]
[14,6.59064e-05,12][0]
[15,3.95179e-05,12][0]
[16,2.12883e-05,12][0]
[17,1.06055e-05,12][0]
[18,4.93544e-06,12][1]
[19,2.15194e-06,12][1]
[20,8.79586e-07,12][1]
[21,3.36907e-07,12][0]
[22,1.20823e-07,12][0]
[23,4.05179e-08,12][0]
[24,1.2685e-08,12][0]
[25,3.70017e-09,12][0]
[26,1.00336e-09,12][0]
[27,2.52276e-10,12][0]
[28,5.8646e-11,12][0]
[29,1.25649e-11,12][0]
[30,2.4732e-12,12][0]
[31,4.52377e-13,12][0]
[32,1.23676e-13,12][0]
[-32,0.493623,11][0]
[-31,0.499961,11][0]
[-30,0.500783,11][0]
[-29,0.497437,11][0]
[-28,0.479536,11][1]
[-27,0.440708,11][1]
[-26,0.386664,11][1]
[-25,0.33576,11][0]
[-24,0.308347,11][0]
[-23,0.30994,11][0]
[-22,0.321625,11][0]
[-21,0.309504,11][0]
[-20,0.250147,11][0]
[-19,0.152882,11][0]
[-18,0.0580522,11][0]
[-17,0.00707278,11][0]
[-16,0.00765674,11][0]
[-15,0.0345073,11][0]
[-14,0.0974456,11][0]
[-13,0.287868,11][1]
[-12,0.815737,11][1]
[-11,2.57243,11][0]
[-10,5.23913,11][0]
[-9,6.66273,11][1]
[-8,6.74921,11][1]
[-7,7.14111,11][1]
[-6,6.81927,11][1]
[-5,6.43585,11][0]
[-4,5.94355,11][0]
[-3,4.10235,11][0]
[-2,2.4008,11][0]
[-1,1.54508,11][0]
[0,0.835578,11][0]
[1,0.117947,11][0]
[2,-0.243696,11][0]
[3,-0.390029,11][0]
[4,-0.763477,11][0]
[5,-0.496103,11][0]
[6,-0.0073388,11][0]
[7,-0.00837569,11][0]
[8,-0.00579267,11][0]
[9,-0.00301766,11][0]
[10,-0.0012227,11][0]
[11,-0.0003653,11][0]
[12,-5.48053e-05,11][0]
[13,2.30436e-05,11][0]
[14,2.77857e-05,11][0]
[15,1.82266e-05,11][0]
[16,9.91955e-06,11][0]
[17,4.88637e-06,11][0]
[18,2.23718e-06,11][0]
[19,9.59881e-07,11][1]
[20,3.8691e-07,11][1]
[21,1.46585e-07,11][0]
[22,5.21718e-08,11][0]
[23,1.74225e-08,11][0]
[24,5.44892e-09,11][0]
[25,1.59229e-09,11][0]
[26,4.33587e-10,11][0]
[27,1.09692e-10,11][0]
[28,2.56986e-11,11][0]
[29,5.55601e-12,11][0]
[30,1.10471e-12,11][0]
[31,2.04366e-13,11][0]
[32,5.65774e-14,11][0]
[-32,0.41109,10][0]
[-31,0.418618,10][0]
[-30,0.421575,10][0]
[-29,0.424705,10][0]
[-28,0.418897,10][1]
[-27,0.397758,10][1]
[-26,0.364027,10][0]
[-25,0.32996,10][0]
[-24,0.309086,10][0]
[-23,0.303674,10][0]
[-22,0.298495,10][0]
[-21,0.269249,10][0]
[-20,0.202141,10][0]
[-19,0.109335,10][0]
[-18,0.0253263,10][0]
[-17,-0.0172946,10][0]
[-16,-0.0140538,10][0]
[-15,0.0173204,10][0]
[-14,0.080673,10][0]
[-13,0.234208,10][1]
[-12,0.524962,10][1]
[-11,1.90256,10][0]
[-10,2.9802,10][0]
[-9,4.39935,10][0]
[-8,6.43142,10][0]
[-7,5.83451,10][0]
[-6,4.75924,10][0]
[-5,4.53647,10][0]
[-4,3.6837,10][0]
[-3,2.57392,10][0]
[-2,1.99079,10][0]
[-1,1.88794,10][0]
[0,1.62719,10][1]
[1,1.09647,10][1]
[2,0.786889,10][1]
[3,0.672265,10][0]
[4,0.317421,10][0]
[5,-0.0051259,10][0]
[6,-0.0113778,10][0]
[7,-0.0101311,10][0]
[8,-0.0065558,10][0]
[9,-0.00336164,10][0]
[10,-0.00138946,10][0]
[11,-0.000453683,10][0]
[12,-0.000105129,10][0]
[13,-6.51068e-06,10][0]
[14,1.06083e-05,10][0]
[15,8.62739e-06,10][0]
[16,4.83719e-06,10][0]
[17,2.35146e-06,10][0]
[18,1.04873e-06,10][0]
[19,4.36828e-07,10][1]
[20,1.71053e-07,10][1]
[21,6.31525e-08,10][0]
[22,2.20063e-08,10][0]
[23,7.23439e-09,10][0]
[24,2.23974e-09,10][0]
[25,6.5124e-10,10][0]
[26,1.77235e-10,10][0]
[27,4.49749e-11,10][0]
[28,1.05988e-11,10][0]
[29,2.30992e-12,10][0]
[30,4.63758e-13,10][0]
[31,8.67736e-14,10][0]
[32,2.43351e-14,10][0]
[-32,0.332332,9][0]
[-31,0.340821,9][0]
[-30,0.345715,9][0]
[-29,0.354814,9][0]
[-28,0.360162,9][1]
[-27,0.354962,9][1]
[-26,0.338371,9][0]
[-25,0.316223,9][0]
[-24,0.295939,9][0]
[-23,0.278694,9][0]
[-22,0.25577,9][0]
[-21,0.214267,9][0]
[-20,0.149341,9][0]
[-19,0.0729832,9][0]
[-18,0.0100911,9][0]
[-17,-0.0182659,9][0]
[-16,-0.0114171,9][0]
[-15,0.0146598,9][0]
[-14,0.0526518,9][0]
[-13,0.114506,9][1]
[-12,0.264163,9][1]
[-11,0.330482,9][1]
[-10,0.709574,9][1]
[-9,1.98786,9][1]
[-8,3.57372,9][0]
[-7,2.85837,9][0]
[-6,2.00471,9][0]
[-5,2.27107,9][0]
[-4,1.83296,9][1]
[-3,1.50793,9][1]
[-2,1.32584,9][1]
[-1,1.48919,9][1]
[0,1.49986,9][1]
[1,1.37214,9][1]
[2,1.02241,9][1]
[3,0.640808,9][0]
[4,0.303559,9][0]
[5,-0.0100907,9][0]
[6,-0.0123791,9][0]
[7,-0.0098148,9][0]
[8,-0.00609123,9][0]
[9,-0.00308249,9][0]
[10,-0.00128205,9][0]
[11,-0.000432982,9][0]
[12,-0.000112529,9][0]
[13,-1.72969e-05,9][0]
[14,2.91254e-06,9][0]
[15,4.16836e-06,9][0]
[16,2.50865e-06,9][0]
[17,1.2181e-06,9][0]
[18,5.29383e-07,9][0]
[19,2.12392e-07,9][1]
[20,7.96643e-08,9][1]
[21,2.81426e-08,9][0]
[22,9.41049e-09,9][0]
[23,2.98659e-09,9][0]
[24,8.99764e-10,9][0]
[25,2.5676e-10,9][0]
[26,6.9128e-11,9][0]
[27,1.74713e-11,9][0]
[28,4.1226e-12,9][0]
[29,9.03231e-13,9][0]
[30,1.82823e-13,9][0]
[31,3.45731e-14,9][0]
[32,9.81976e-15,9][0]
[-32,0.259567,8][0]
[-31,0.268214,8][0]
[-30,0.274159,8][0]
[-29,0.286933,8][0]
[-28,0.299821,8][0]
[-27,0.306028,8][1]
[-26,0.302099,8][1]
[-25,0.289003,8][0]
[-24,0.269793,8][0]
[-23,0.245538,8][0]
[-22,0.213382,8][0]
[-21,0.169446,8][0]
[-20,0.114909,8][0]
[-19,0.0598528,8][0]
[-18,0.0200949,8][0]
[-17,0.00730394,8][0]
[-16,0.0194892,8][0]
[-15,0.0422541,8][0]
[-14,0.0558484,8][0]
[-13,0.0471775,8][0]
[-12,0.0433595,8][1]
[-11,-0.672733,8][1]
[-10,-0.737843,8][1]
[-9,0.032445,8][1]
[-8,0.261044,8][0]
[-7,0.434484,8][1]
[-6,0.564537,8][1]
[-5,0.689239,8][1]
[-4,0.729596,8][1]
[-3,0.68517,8][1]
[-2,0.58355,8][1]
[-1,0.449134,8][1]
[0,0.299263,8][0]
[1,0.165636,8][0]
[2,0.0716939,8][0]
[3,0.019368,8][0]
[4,-0.00379275,8][0]
[5,-0.0110413,8][0]
[6,-0.010932,8][0]
[7,-0.00804949,8][0]
[8,-0.00483715,8][0]
[9,-0.0024218,8][0]
[10,-0.00101261,8][0]
[11,-0.000350368,8][0]
[12,-9.70966e-05,8][0]
[13,-1.8968e-05,8][0]
[14,-5.40403e-07,8][0]
[15,1.90681e-06,8][0]
[16,1.33648e-06,8][0]
[17,6.70271e-07,8][0]
[18,2.89615e-07,8][1]
[19,1.13064e-07,8][1]
[20,4.06384e-08,8][0]
[21,1.36103e-08,8][0]
[22,4.29049e-09,8][0]
[23,1.28397e-09,8][0]
[24,3.66887e-10,8][0]
[25,1.00304e-10,8][0]
[26,2.61832e-11,8][0]
[27,6.49122e-12,8][0]
[28,1.51731e-12,8][0]
[29,3.31785e-13,8][0]
[30,6.73799e-14,8][0]
[31,1.28331e-14,8][0]
[32,3.68129e-15,8][0]
[-32,0.194898,7][0]
[-31,0.202801,7][0]
[-30,0.208758,7][0]
[-29,0.222466,7][0]
[-28,0.238582,7][0]
[-27,0.251022,7][1]
[-26,0.255294,7][1]
[-25,0.249714,7][0]
[-24,0.234827,7][0]
[-23,0.211741,7][0]
[-22,0.181158,7][0]
[-21,0.144334,7][0]
[-20,0.105269,7][0]
[-19,0.0717269,7][0]
[-18,0.0530863,7][0]
[-17,0.0552297,7][0]
[-16,0.0756532,7][0]
[-15,0.102068,7][0]
[-14,0.113441,7][0]
[-13,0.0794105,7][0]
[-12,0.0155009,7][0]
[-11,-0.862649,7][0]
[-10,-1.26466,7][0]
[-9,-0.712693,7][0]
[-8,-0.204302,7][0]
[-7,0.20257,7][1]
[-6,0.22493,7][1]
[-5,0.254216,7][1]
[-4,0.280318,7][1]
[-3,0.293289,7][1]
[-2,0.282203,7][0]
[-1,0.23695,7][0]
[0,0.166566,7][0]
[1,0.0946296,7][0]
[2,0.0406076,7][0]
[3,0.00902332,7][0]
[4,-0.00504305,7][0]
[5,-0.00890507,7][0]
[6,-0.00805549,7][0]
[7,-0.00566343,7][0]
[8,-0.00331964,7][0]
[9,-0.00164879,7][0]
[10,-0.000694978,7][0]
[11,-0.000247095,7][0]
[12,-7.26882e-05,7][0]
[13,-1.65529e-05,7][0]
[14,-2.01232e-06,7][0]
[15,6.4475e-07,7][0]
[16,6.68439e-07,7][0]
[17,3.6894e-07,7][0]
[18,1.64754e-07,7][1]
[19,6.43889e-08,7][1]
[20,2.26337e-08,7][0]
[21,7.2673e-09,7][0]
[22,2.159e-09,7][0]
[23,6.01027e-10,7][0]
[24,1.58719e-10,7][0]
[25,4.01681e-11,7][0]
[26,9.79694e-12,7][0]
[27,2.30142e-12,7][0]
[28,5.17337e-13,7][0]
[29,1.10145e-13,7][0]
[30,2.19641e-14,7][0]
[31,4.12361e-15,7][0]
[32,1.16769e-15,7][0]
[-32,0.140038,6][0]
[-31,0.146558,6][0]
[-30,0.151736,6][0]
[-29,0.164202,6][0]
[-28,0.180019,6][0]
[-27,0.194354,6][0]
[-26,0.203013,6][1]
[-25,0.203533,6][1]
[-24,0.195424,6][0]
[-23,0.179737,6][0]
[-22,0.158594,6][0]
[-21,0.135217,6][0]
[-20,0.11425,6][0]
[-19,0.10157,6][0]
[-18,0.102942,6][0]
[-17,0.12159,6][0]
[-16,0.15561,6][0]
[-15,0.196917,6][0]
[-14,0.227836,6][0]
[-13,0.225751,6][0]
[-12,0.20837,6][0]
[-11,-0.072569,6][0]
[-10,-0.019257,6][0]
[-9,0.016024,6][0]
[-8,0.014033,6][0]
[-7,0.294549,6][0]
[-6,0.269961,6][0]
[-5,0.249975,6][0]
[-4,0.236875,6][0]
[-3,0.223891,6][0]
[-2,0.201148,6][0]
[-1,0.163412,6][0]
[0,0.114957,6][0]
[1,0.0678101,6][0]
[2,0.0318268,6][0]
[3,0.00972497,6][0]
[4,-0.00103752,6][0]
[5,-0.00457921,6][0]
[6,-0.00453519,6][0]
[7,-0.00324738,6][0]
[8,-0.00190919,6][0]
[9,-0.000954365,6][0]
[10,-0.000410109,6][0]
[11,-0.00015175,6][0]
[12,-4.80348e-05,6][0]
[13,-1.26367e-05,6][0]
[14,-2.42825e-06,6][0]
[15,-6.0636e-08,6][0]
[16,2.63433e-07,6][0]
[17,1.85512e-07,6][0]
[18,9.07859e-08,6][1]
[19,3.68437e-08,6][1]
[20,1.30183e-08,6][0]
[21,4.09055e-09,6][0]
[22,1.15761e-09,6][0]
[23,2.97914e-10,6][0]
[24,7.03117e-11,6][0]
[25,1.53319e-11,6][0]
[26,3.10401e-12,6][0]
[27,5.82635e-13,6][0]
[28,9.99001e-14,6][0]
[29,1.49802e-14,6][0]
[30,1.72609e-15,6][0]
[31,5.54697e-17,6][0]
[32,-7.22075e-17,6][0]
[-32,0.0959204,5][0]
[-31,0.100819,5][0]
[-30,0.10484,5][0]
[-29,0.114891,5][0]
[-28,0.128315,5][0]
[-27,0.141711,5][0]
[-26,0.151901,5][1]
[-25,0.156781,5][1]
[-24,0.155791,5][0]
[-23,0.149962,5][0]
[-22,0.141703,5][0]
[-21,0.134542,5][0]
[-20,0.132835,5][0]
[-19,0.141278,5][0]
[-18,0.164095,5][0]
[-17,0.203941,5][0]
[-16,0.260641,5][0]
[-15,0.329695,5][0]
[-14,0.400663,5][0]
[-13,0.461654,5][0]
[-12,0.513767,5][0]
[-11,0.562786,5][0]
[-10,0.605578,5][0]
[-9,0.62814,5][0]
[-8,0.619686,5][0]
[-7,0.582997,5][0]
[-6,0.527807,5][0]
[-5,0.464445,5][0]
[-4,0.399852,5][0]
[-3,0.334352,5][0]
[-2,0.266482,5][0]
[-1,0.198304,5][0]
[0,0.135291,5][0]
[1,0.0832013,5][0]
[2,0.0453108,5][0]
[3,0.0211388,5][0]
[4,0.00774983,5][0]
[5,0.00153673,5][0]
[6,-0.000637144,5][0]
[7,-0.000973495,5][0]
[8,-0.000712024,5][0]
[9,-0.000396829,5][0]
[10,-0.000185027,5][0]
[11,-7.47265e-05,5][0]
[12,-2.65131e-05,5][0]
[13,-8.23264e-06,5][0]
[14,-2.13643e-06,5][0]
[15,-3.7133e-07,5][0]
[16,3.23496e-08,5][0]
[17,7.13579e-08,5][0]
[18,4.29714e-08,5][1]
[19,1.87981e-08,5][1]
[20,6.72562e-09,5][0]
[21,2.02831e-09,5][0]
[22,5.12508e-10,5][0]
[23,1.0256e-10,5][0]
[24,1.248e-11,5][0]
[25,-1.44846e-12,5][0]
[26,-1.64407e-12,5][0]
[27,-7.13988e-13,5][0]
[28,-2.37728e-13,5][0]
[29,-6.79163e-14,5][0]
[30,-1.73016e-14,5][0]
[31,-4.08797e-15,5][0]
[32,-1.43665e-15,5][0]
[-32,0.0624629,4][0]
[-31,0.0658561,4][0]
[-30,0.0687133,4][0]
[-29,0.0761247,4][0]
[-28,0.0864722,4][0]
[-27,0.0976223,4][0]
[-26,0.107523,4][0]
[-25,0.114834,4][1]
[-24,0.119436,4][1]
[-23,0.12256,4][0]
[-22,0.126648,4][0]
[-21,0.135009,4][0]
[-20,0.151514,4][0]
[-19,0.180198,4][0]
[-18,0.224887,4][0]
[-17,0.289171,4][0]
[-16,0.376571,4][0]
[-15,0.488332,4][0]
[-14,0.62025,4][0]
[-13,0.76069,4][1]
[-12,0.894283,4][1]
[-11,1.00598,4][1]
[-10,1.08408,4][1]
[-9,1.11979,4][1]
[-8,1.10835,4][1]
[-7,1.05084,4][1]
[-6,0.955069,4][1]
[-5,0.833746,4][0]
[-4,0.699679,4][0]
[-3,0.563037,4][0]
[-2,0.431606,4][1]
[-1,0.312491,4][1]
[0,0.212127,4][0]
[1,0.134242,4][0]
[2,0.0788221,4][0]
[3,0.0426802,4][0]
[4,0.0211114,4][0]
[5,0.00941451,4][0]
[6,0.0037188,4][0]
[7,0.00126667,4][0]
[8,0.000350665,4][0]
[9,6.37613e-05,4][0]
[10,-4.80441e-06,4][0]
[11,-1.19961e-05,4][0]
[12,-7.50276e-06,4][0]
[13,-3.44348e-06,4][0]
[14,-1.28841e-06,4][0]
[15,-3.86484e-07,4][0]
[16,-8.03345e-08,4][0]
[17,-2.56152e-09,4][0]
[18,6.94053e-09,4][1]
[19,3.52724e-09,4][1]
[20,7.8599e-10,4][0]
[21,-1.54543e-10,4][0]
[22,-2.59352e-10,4][0]
[23,-1.62393e-10,4][0]
[24,-7.58227e-11,4][0]
[25,-2.98362e-11,4][0]
[26,-1.03622e-11,4][0]
[27,-3.24629e-12,4][0]
[28,-9.27368e-13,4][0]
[29,-2.42771e-13,4][0]
[30,-5.8371e-14,4][0]
[31,-1.31831e-14,4][0]
[32,-4.46318e-15,4][0]
[-32,0.0386316,3][0]
[-31,0.0408431,3][0]
[-30,0.0427637,3][0]
[-29,0.0479541,3][0]
[-28,0.0555599,3][0]
[-27,0.0643467,3][0]
[-26,0.0729548,3][0]
[-25,0.0806102,3][1]
[-24,0.0876939,3][1]
[-23,0.0959933,3][0]
[-22,0.108064,3][0]
[-21,0.126876,3][0]
[-20,0.155596,3][0]
[-19,0.197645,3][0]
[-18,0.256774,3][0]
[-17,0.338752,3][0]
[-16,0.455413,3][0]
[-15,0.623744,3][1]
[-14,0.849441,3][1]
[-13,1.12237,3][1]
[-12,1.40397,3][1]
[-11,1.64811,3][1]
[-10,1.81098,3][1]
[-9,1.87777,3][1]
[-8,1.86164,3][1]
[-7,1.77351,3][1]
[-6,1.61779,3][1]
[-5,1.39921,3][1]
[-4,1.14737,3][1]
[-3,0.899125,3][0]
[-2,0.676496,3][1]
[-1,0.487243,3][1]
